	Date	Time	Tweet	Picture	Longitude	Lattitude
765	13.12.2022	07:51:10	"""Je profite encore du contreseing, Monsieur et ami, pour vous dire que j’ai reçu votre bonne et aimable lettre"" à Raboteau, 1809-08-10 (https://constance-de-salm.de/archiv/#/document/3890)"			
766	14.12.2022	20:45:05	"""Je ne vous écris qu’un mot aujourd’hui, parce que je n'ai pas le temps "" à Raboteau, 1807-07-12 (https://constance-de-salm.de/archiv/#/document/3883)"		6.5	51.1
767	14.12.2022	12:55:42	"""J’ai une occasion, Monsieur et ami, et j’en profite pour vous dire que je suis arrivée à bon port, "" à Raboteau, 1811-05-14 (https://constance-de-salm.de/archiv/#/document/3895)"			
768	15.12.2022	16:25:50	"""Ces dégoûts, ces mélancolies"" à Raboteau, nan (https://constance-de-salm.de/archiv/#/document/3903)"			
769	15.12.2022	11:07:22	"""Que dites-vous, Monsieur et ami, de l‘infamie de Mademoiselle Raoul"" à Raboteau, 1813-11-08 (https://constance-de-salm.de/archiv/#/document/3915)"		6.08342	50.77664
770	16.12.2022	14:06:49	"""Excusez, Monsieur et ami, si j'ai été si longtemps sans vous répondre."" à Raboteau, 1816-03-20 (https://constance-de-salm.de/archiv/#/document/3927)"		6.5	51.1
771	16.12.2022	13:14:03	"""Je n’ose en vérité, Monsieur et ami, vous écrire de méchants vers comme j’en ai eu l’idée 10 fois."" à Raboteau, 1813-05-23 (https://constance-de-salm.de/archiv/#/document/3910)"		6.08342	50.77664
772	17.12.2022	08:41:06	"""J'ai reçu, Monsieur et ami, les deux premières lettres que vous m'avez écrites"" à Raboteau, 1815-08-08 (https://constance-de-salm.de/archiv/#/document/3922)"		6.5	51.1
773	17.12.2022	07:39:21	"""Un événement inattendu et que je vous conterai au coin du feu sous le secret, Monsieur et ami, vient de rompre, pour notre bonheur, l’espèce d’engagement que nous avions pris ici."" à Raboteau, 1812-10-24 (https://constance-de-salm.de/archiv/#/document/3908)"		6.5	51.1
774	18.12.2022	12:47:42	"""De ces anneaux ne soyez point surpris"" à Raboteau, 1817-05-09 (https://constance-de-salm.de/archiv/#/document/3934)"		2.3488	48.85341
775	18.12.2022	13:57:58	"""Je ne pars que demain à 11 heures"" à Raboteau, nan (https://constance-de-salm.de/archiv/#/document/3946)"			
776	19.12.2022	17:43:42	"""_x000D_
Enfin, mon ancien ami, je puis reprendre notre correspondance après 6 mois d’un désespoir qui approchait du délire,_x000D_
"" à Raboteau, 1821-02-08 (https://constance-de-salm.de/archiv/#/document/3989)"		6.5	51.1
777	19.12.2022	12:28:19	"""J’ai reçu votre lettre du …, mon ancien ami, et elle m’a fait grand plaisir:"" à Raboteau, 1821-07-08 (https://constance-de-salm.de/archiv/#/document/3991)"		6.5	51.1
778	20.12.2022	18:31:16	"""Depuis bien longtemps, je remets de jour en jour à vous donner de mes nouvelles, mon ancien ami,  "" à Raboteau, 1822-12-25 (https://constance-de-salm.de/archiv/#/document/3996)"		6.08342	50.77664
779	20.12.2022	12:43:46	"""Je vous ai promis de vous écrire, avant de quitter Paris, Monsieur et ami, et je tiens ma promesse."" à Raboteau, 1824-05-03 (https://constance-de-salm.de/archiv/#/document/4002)"		2.3488	48.85341
780	21.12.2022	08:41:58	"""Un mot seulement, Monsieur et véritable ami, je n'ai pas répondu"" à Raboteau, 1818-12-06 (https://constance-de-salm.de/archiv/#/document/3977)"			
781	21.12.2022	08:40:04	"""J'ai reçu hier votre bonne lettre, Monsieur, et"" à Barbier, 1822-07-11 (https://constance-de-salm.de/archiv/#/document/4071)"		6.5	51.1
782	22.12.2022	20:08:37	"""Vous ne m’écrivez plus, Monsieur, parce que je ne vous ai pas répondu: rien de plus juste "" à Raboteau, 1825-04-23 (https://constance-de-salm.de/archiv/#/document/4069)"		6.5	51.1
783	22.12.2022	15:02:07	"""Je joins à cette lettre, Monsieur le président, six exemplaires d'un discours"" à Pinaud, nan (https://constance-de-salm.de/archiv/#/document/4413)"		6.5	51.1
784	23.12.2022	11:38:39	"""Benché da più anni io abbia l'onore di far parte della società italiana di scienze, "" à N.N., 1820-04-26 (https://constance-de-salm.de/archiv/#/document/4521)"		6.5	51.1
785	23.12.2022	14:40:46	"""Voici, Monsieur et véritable ami, une petite lettre pour Monsieur Lesur."" à Barbier, 1821-07-12 (https://constance-de-salm.de/archiv/#/document/4660)"		6.5	51.1
786	24.12.2022	15:43:01	"""J’ai reçu votre lettre, Madame, elle a bien touché mon cœur; que vous répondre? Que vous dire?"" à Salis, 1820-10-16 (https://constance-de-salm.de/archiv/#/document/4646)"		6.5	51.1
787	24.12.2022	09:06:57	"""Je ne sais, Madame et amie, de quelle expression me servir pour chercher à vous consoler de la perte sensible que vous venez de faire."" à Salis, 1821-07-01 (https://constance-de-salm.de/archiv/#/document/4658)"		6.5	51.1
788	25.12.2022	18:18:38	"""Que vous dire, mon ancien ami, sur mon long silence?"" à Raboteau, 1821-12-22 (https://constance-de-salm.de/archiv/#/document/4665)"		6.5	51.1
789	25.12.2022	15:11:48	"""Je me proposais depuis longtemps de vous écrire, Monsieur, et c'est pour moi, dans ce moment, un véritable besoin. "" à Mirault, 1832-06-20 (https://constance-de-salm.de/archiv/#/document/5409)"			
790	26.12.2022	09:36:42	"""J'ai lu avec beaucoup d'intérêt, Monsieur, les lettres que vous m'avez adressées. "" à N.N., 1832-01-15 (https://constance-de-salm.de/archiv/#/document/5396)"		6.08342	50.77664
791	26.12.2022	16:56:22	"""J’ai reçu votre lettre, Madame, elle a bien touché mon cœur; que vous répondre? Que vous dire?"" à Salis, 1820-10-16 (https://constance-de-salm.de/archiv/#/document/6933)"		6.5	51.1
792	27.12.2022	08:38:13	"""Il y a bien longtemps, Monsieur et véritable ami, que je n'ai reçu de vos nouvelles; mais je ne vous ai pas écrit."" à Barbier, 1821-12-08 (https://constance-de-salm.de/archiv/#/document/8302)"		6.5	51.1
793	27.12.2022	11:02:44	"""Il faut que je jase avec vous, mon ancien ami; c'est un besoin pour mon cœur toujours agité."" à Raboteau, 1821-04-17 (https://constance-de-salm.de/archiv/#/document/8282)"		6.5	51.1
794	28.12.2022	16:15:36	"""J’ai reçu votre lettre du …, mon ancien ami, et elle m’a fait grand plaisir:"" à Raboteau, 1821-07-08 (https://constance-de-salm.de/archiv/#/document/8287)"		6.5	51.1
795	28.12.2022	16:31:07	"""Nous avons raisonné hier toute la soirée mon mari et moi"" à Hatzfeldt, nan (https://constance-de-salm.de/archiv/#/document/8408)"			
796	29.12.2022	09:05:27	"""Je profite de l’occasion de Monsieur Canot qui retourne à Paris, mon ancien ami, pour écrire une foule de petits billets, et je veux "" à Ponce, 1826-07-26 (https://constance-de-salm.de/archiv/#/document/10759)"		6.5	51.1
797	29.12.2022	17:34:30	"""Je viens de recevoir votre lettre, mon ancien ami; il fait un tems déplorable qui m’empêche de sortir"" à Raboteau, 1824-03-09 (https://constance-de-salm.de/archiv/#/document/11308)"		2.3488	48.85341
798	30.12.2022	17:19:08	"""Après avoir reçu votre dernière lettre, Monsieur, je me suis décidée, quoique avec beaucoup de regret à quitter Paris "" à Pailliet, 1829-06-03 (https://constance-de-salm.de/archiv/#/document/11372)"		6.5	51.1
799	30.12.2022	15:02:30	"""Je n'ai vu que le Constitutionnel."" à Barbier, nan (https://constance-de-salm.de/archiv/#/document/22)"		6.5	51.1
800	31.12.2022	10:09:30	"""Votre lettre a renouvellé [sic] en moi le sentiment de bien des douleurs,"" à Salis, 1822-09-01 (https://constance-de-salm.de/archiv/#/document/34)"		6.5	51.1
801	31.12.2022	15:07:25	"""Depuis bien longtemps je remets de jour en jour à vous donner de mes nouvelles, mon ancien ami, dans l'espoir de pouvoir vous écrire de ma main"" à Raboteau, 1822-08-25 (https://constance-de-salm.de/archiv/#/document/46)"		6.08342	50.77664
802	1.1.2023	16:12:49	"""J'ai reçu votre seconde lettre, Madame et chère amie,  "" à Salis, 1824-03-02 (https://constance-de-salm.de/archiv/#/document/60)"		2.3488	48.85341
803	1.1.2023	13:28:57	"""Vous êtes un correspondant exact, Monsieur, "" à Mirault, 1823-07-20 (https://constance-de-salm.de/archiv/#/document/72)"		6.5	51.1
804	2.1.2023	20:20:44	"""Permettez, mon ancien ami, que je n'écrive pas cette lettre toute entière de ma main"" à Ponce, 1822-10-28 (https://constance-de-salm.de/archiv/#/document/39)"		6.5	51.1
805	2.1.2023	08:37:18	"""Je veux vous donner de mes nouvelles, mon ancien ami,  "" à Breguet, 1823-05-30 (https://constance-de-salm.de/archiv/#/document/65)"		6.5	51.1
806	3.1.2023	20:09:25	"""Je suis fort flattée, Monsieur le maire, de la lettre  "" à La Suze, 1823-10-15 (https://constance-de-salm.de/archiv/#/document/77)"		6.5	51.1
807	3.1.2023	19:19:22	"""Vous avez bien raison d'être étonné de mon silence, Madame et chère amie,  "" à Salis, nan (https://constance-de-salm.de/archiv/#/document/58)"		2.3488	48.85341
808	4.1.2023	09:28:50	"""Je m'empresse de vous féliciter, Monsieur et surtout Madame Ritz, "" à Ritz, nan (https://constance-de-salm.de/archiv/#/document/41)"		6.5	51.1
809	4.1.2023	17:22:53	"""Vous ne vous êtes pas trompé, Monsieur, en supposant que j'ai été malade."" à Valant, nan (https://constance-de-salm.de/archiv/#/document/84)"		2.3488	48.85341
810	5.1.2023	13:18:05	"""En lisant cette lettre où ma plume sincère / Peint une amie et si rare et si chère / Chacun de la nommer veut m'imposer la loi"" à Thurn und Taxis, 1824-05-03 (https://constance-de-salm.de/archiv/#/document/231)"		2.3488	48.85341
811	5.1.2023	13:55:10	"""Madame, je sais à peine de quelles expressions me servir pour vous demander si la terrible nouvelle que je viens de lire dans un journal et qui annonce une perte cruelle"" à Thurn und Taxis, 1825-09-26 (https://constance-de-salm.de/archiv/#/document/236)"		6.5	51.1
812	6.1.2023	12:16:55	"""Il y a plus de deux ans, Madame, qu'en arrivant à Aix, j'y ai trouvé une lettre qui avait déjà six mois de date"" à Sainte-Luce-Oudaille, 1833-10-29 (https://constance-de-salm.de/archiv/#/document/731)"		6.5	51.1
813	6.1.2023	19:09:45	"""Madame la baronne, Son Altesse étant un peu incommodée pour avoir mangé des cerises, a voulu bien m’honorer de la gracieuse commission de vous réjouir de ses chères nouvelles."" à Francq, nan (https://constance-de-salm.de/archiv/#/document/781)"			
814	7.1.2023	12:47:52	"""J’envoie savoir de vos nouvelles, Monsieur et ami, "" à Raboteau, nan (https://constance-de-salm.de/archiv/#/document/3902)"			
815	7.1.2023	19:30:43	"""Enfin, mon cher voisin, je pars le 15 du mois prochain:_x000D_
_x000D_
"" à Raboteau, 1810-10-30 (https://constance-de-salm.de/archiv/#/document/3894)"		6.5	51.1
816	8.1.2023	20:34:33	"""Je profite de l’occasion d’un contreseing, Monsieur, pour vous dire que je suis arrivée en bonne santé"" à Raboteau, 1809-05-21 (https://constance-de-salm.de/archiv/#/document/3887)"		6.5	51.1
817	8.1.2023	09:43:44	"""Je ne vous ai pas encore écrit, Monsieur,"" à Raboteau, 1807-05-28 (https://constance-de-salm.de/archiv/#/document/3882)"		6.5	51.1
818	9.1.2023	12:32:37	"""En vérité, Monsieur et véritable ami, vous devez être fâché contre moi,"" à Raboteau, 1817-12-01 (https://constance-de-salm.de/archiv/#/document/3940)"		6.5	51.1
819	9.1.2023	11:09:33	"""La bonne année est un agréable moment"" à Raboteau, 1818-01-03 (https://constance-de-salm.de/archiv/#/document/3945)"		6.5	51.1
820	10.1.2023	20:37:35	"""Cette date du 18 me semble, Monsieur, une sorte d'accusation contre moi."" à Raboteau, 1816-01-18 (https://constance-de-salm.de/archiv/#/document/3926)"		6.5	51.1
821	10.1.2023	10:15:15	"""Depuis que j’ai reçu votre dernière lettre, Monsieur, le désir d’y réponde avec quelque étendue"" à Raboteau, 1814-10-23 (https://constance-de-salm.de/archiv/#/document/3919)"		6.5	51.1
822	11.1.2023	12:47:41	"""Il y a bien longtemps que je ne vous ai donné de mes nouvelles, Monsieur et ami ;"" à Raboteau, 1812-09-23 (https://constance-de-salm.de/archiv/#/document/3907)"		6.5	51.1
823	11.1.2023	20:46:02	"""Je n’ai pu vous écrire plus tôt, Monsieur et ami, ayant eu une grande quantité d’hôtes"" à Raboteau, 1813-10-16 (https://constance-de-salm.de/archiv/#/document/3914)"		6.08342	50.77664
824	12.1.2023	11:31:55	"""Voilà un bien long silence, Monsieur, je me le suis reproché vingt fois "" à Raboteau, 1816-12-03 (https://constance-de-salm.de/archiv/#/document/3933)"		6.5	51.1
825	12.1.2023	10:26:00	"""Je suis confuse de mon long silence, Monsieur et véritable ami."" à Raboteau, 1817-09-30 (https://constance-de-salm.de/archiv/#/document/3938)"			
826	13.1.2023	13:07:38	"""Plus de vers galants ou joyeux, / Plus de couplets, plus de saillies, / Plus de ces vives réparties / D’où naissent les ris et les jeux. "" à Raboteau, 1814-12-27 (https://constance-de-salm.de/archiv/#/document/3921)"		6.5	51.1
827	13.1.2023	19:37:55	"""Il faut que je jase avec vous, mon ancien ami; c'est un besoin pour mon cœur toujours agité."" à Raboteau, 1821-04-17 (https://constance-de-salm.de/archiv/#/document/3990)"		6.5	51.1
828	14.1.2023	09:34:43	"""Je viens de recevoir votre lettre, mon ancien ami; il fait un tems déplorable qui m’empêche de sortir"" à Raboteau, 1824-03-09 (https://constance-de-salm.de/archiv/#/document/4001)"		2.3488	48.85341
829	14.1.2023	17:39:02	"""Il faut que je jase avec vous, mon ancien ami; c'est un besoin pour mon cœur toujours agité."" à Raboteau, 1821-04-17 (https://constance-de-salm.de/archiv/#/document/4657)"		6.5	51.1
830	15.1.2023	08:17:11	"""Je veux joindre un mot à la lettre que mon mari écrit au maréchal, ma chère et aimable amie,"" à Gouvion Saint-Cyr, 1821-12-09 (https://constance-de-salm.de/archiv/#/document/4664)"		6.5	51.1
831	15.1.2023	16:49:42	"""Il y a plus de deux ans, Madame, qu'en arrivant"" à Sainte-Luce-Oudaille, 1833-10-29 (https://constance-de-salm.de/archiv/#/document/5282)"		6.5	51.1
832	16.1.2023	15:29:32	"""Votre lettre m'arrive, Madame, au milieu d'une foule d'embarras de départ"" à Franchet d'Esperey, 1833-11-23 (https://constance-de-salm.de/archiv/#/document/5302)"		6.5	51.1
833	16.1.2023	14:30:04	"""Je reçois ici, Monsieur, la lettre que vous m'avez adressée à Paris, et par laquelle vous m'annoncez que l'Académie a bien voulu m'admettre au nombre de ses associés correspondants. "" à N.N., 1832-03-12 (https://constance-de-salm.de/archiv/#/document/5403)"		6.08342	50.77664
834	17.1.2023	16:41:41	"""Vous êtes sans doute étonné, Monsieur, de n'avoir pas entendu parler de moi depuis que je suis ici"" à Châtelain, 1834-10-14 (https://constance-de-salm.de/archiv/#/document/5600)"		6.5	51.1
835	17.1.2023	10:30:41	"""Je suis ici depuis 8 jours, Monsieur, mais j'ai été si occupée"" à David, 1831-05-10 (https://constance-de-salm.de/archiv/#/document/6355)"			
836	18.1.2023	20:48:57	"""Qu'il y a longtemps, Monsieur et ami, que je n'ai jasé avec vous!"" à Barbier, 1821-04-10 (https://constance-de-salm.de/archiv/#/document/8281)"		6.5	51.1
837	18.1.2023	18:03:33	"""Je ne sais, Madame et amie, de quelle expression me servir pour chercher à vous consoler de la perte sensible que vous venez de faire."" à Salis, 1821-07-01 (https://constance-de-salm.de/archiv/#/document/8286)"			
838	19.1.2023	15:56:41	"""Vous êtes peut-être surpris, Monsieur, de ne plus entendre parler  "" à Gay, nan (https://constance-de-salm.de/archiv/#/document/29)"		6.5	51.1
839	19.1.2023	19:36:40	"""Je profite, Monsieur le comte, de mon premier jour de repos pour vous envoyer les fables que je vous ai promises"" à Orloff, 1823-05-12 (https://constance-de-salm.de/archiv/#/document/62)"		6.08342	50.77664
840	20.1.2023	09:03:33	"""Je reçois à l'instant votre dernière lettre, Monsieur et ami"" à Barbier, 1823-11-23 (https://constance-de-salm.de/archiv/#/document/81)"		6.5	51.1
841	20.1.2023	19:50:25	"""Vous avez bien raison de vous plaindre de mon silence, Monsieur et ami,  "" à Barbier, 1823-10-26 (https://constance-de-salm.de/archiv/#/document/79)"		6.5	51.1
842	21.1.2023	09:26:12	"""J'ai lu avec toute l'attention et tout l'intérêt qu'il mérite, Monsieur,  "" à Valant, nan (https://constance-de-salm.de/archiv/#/document/86)"		2.3488	48.85341
843	21.1.2023	19:05:10	"""J'emprunte la petite main de Constant pour dire à Monsieur Barbier  "" à Barbier, nan (https://constance-de-salm.de/archiv/#/document/50)"		2.3488	48.85341
844	22.1.2023	18:38:20	"""J'ai reçu hier, Monsieur, votre première lettre  "" à Mirault, 1823-06-02 (https://constance-de-salm.de/archiv/#/document/67)"		6.5	51.1
845	22.1.2023	11:06:09	"""Chère et aimable Princesse, j'ai fait quelque changemens à la petite pièce de vers que je vous ai envoyés au moment même où je venais de la finir."" à Thurn und Taxis, nan (https://constance-de-salm.de/archiv/#/document/194)"			
846	23.1.2023	13:18:01	"""Que pensez-vous de mon long silence, chère Princesse, ne me croyiez-vous pas morte?"" à Thurn und Taxis, 1826-08-07 (https://constance-de-salm.de/archiv/#/document/240)"		6.5	51.1
847	23.1.2023	07:44:10	"""Vous serez sans doute surpris, Prince, de recevoir une lettre de moi dans ce moment"" à Hatzfeldt, 1828-03-02 (https://constance-de-salm.de/archiv/#/document/764)"		6.5	51.1
848	24.1.2023	11:51:08	"""Plus de vers galants ou joyeux, / Plus de couplets, plus de saillies, / Plus de ces vives réparties / D’où naissent les ris et les jeux. "" à Raboteau, nan (https://constance-de-salm.de/archiv/#/document/2329)"		6.5	51.1
849	24.1.2023	09:46:35	"""Je profite d’un contreseing, Monsieur et ami, pour vous dire que j’ai reçu votre aimable lettre,"" à Raboteau, 1809-07-20 (https://constance-de-salm.de/archiv/#/document/3889)"			
850	25.1.2023	09:40:10	"""Je suis arrivée ici, Monsieur, en assés bon état quoiqu’excédée de fatigue :"" à Raboteau, 1810-07-27 (https://constance-de-salm.de/archiv/#/document/3891)"		6.5	51.1
851	25.1.2023	20:42:27	"""Votre lettre s’est croisée avec celle que je vous ai écrite, Monsieur et ami, "" à Raboteau, 1811-06-01 (https://constance-de-salm.de/archiv/#/document/3896)"		6.5	51.1
852	26.1.2023	15:43:11	"""Je compose une grande lettre de petits billets, Monsieur et ami,"" à Raboteau, 1813-04-14 (https://constance-de-salm.de/archiv/#/document/3909)"		6.5	51.1
853	26.1.2023	07:00:47	"""Je reçois votre lettre, Monsieur et ami, et je ne trouve pas d’expression pour vous dire toute la peine qu’elle me cause."" à Raboteau, 1813-06-22 (https://constance-de-salm.de/archiv/#/document/3911)"		6.5	51.1
854	27.1.2023	15:16:41	"""Je vous écris un petit mot par une occasion, Monsieur et ami,"" à Raboteau, 1812-06-17 (https://constance-de-salm.de/archiv/#/document/3904)"		6.5	51.1
855	27.1.2023	12:47:34	"""Quoique je sois bien souffrante, Monsieur et véritable ami, je veux vous écrire"" à Raboteau, 1821-05-15 (https://constance-de-salm.de/archiv/#/document/3877)"		6.5	51.1
856	28.1.2023	20:17:57	"""Si ce petit billet vous parvient, Monsieur et ami, vous saurés au moins que je me porte bien"" à Raboteau, 1814-07-24 (https://constance-de-salm.de/archiv/#/document/3916)"		6.5	51.1
857	28.1.2023	18:41:50	"""Je pars, je vais revoir les rives de la Seine / Ces beaux lieux où chacun peut vivre satisfait / Ces beaux lieux où, du moins, le bonheur et la peine /"" à Raboteau, 1809-10-12 (https://constance-de-salm.de/archiv/#/document/3884)"			
858	29.1.2023	08:49:45	"""Me voilà ici depuis dix à douze jours, Monsieur et ami,"" à Raboteau, 1818-10-13 (https://constance-de-salm.de/archiv/#/document/3978)"		6.08342	50.77664
859	29.1.2023	17:52:08	"""J'ai bien mauvaise grâce, Monsieur et ami, à avoir attendu pour répondre"" à Raboteau, 1816-06-03 (https://constance-de-salm.de/archiv/#/document/3930)"			
860	30.1.2023	10:09:10	"""Je suis arrivée ici il y a deux jours, Monsieur, en assez bonne santé,"" à Raboteau, 1817-06-06 (https://constance-de-salm.de/archiv/#/document/3935)"		6.5	51.1
861	30.1.2023	15:46:38	"""Que vous dire, mon ancien ami, sur mon long silence?"" à Raboteau, 1821-12-22 (https://constance-de-salm.de/archiv/#/document/3992)"			
862	31.1.2023	12:28:19	"""Me voilà enfin ici, Monsieur, après avoir fait un très bon voyage"" à Barbier, 1823-05-21 (https://constance-de-salm.de/archiv/#/document/4072)"		6.5	51.1
863	31.1.2023	20:25:35	"""C'est avec un véritable plaisir, mon ancien troubadour, que j'ai reçu l'aimable lettre"" à Brack / Bracq, 1818-03-25 (https://constance-de-salm.de/archiv/#/document/4433)"		6.5	51.1
864	1.2.2023	11:42:03	"""J’ai reçu votre lettre du …, mon ancien ami, et elle m’a fait grand plaisir:"" à Raboteau, 1821-07-08 (https://constance-de-salm.de/archiv/#/document/4659)"		6.5	51.1
865	1.2.2023	14:45:22	"""J'ai failli mourir cet hiver, je le croyais, je le voulais."" à Thurot, 1821-07-15 (https://constance-de-salm.de/archiv/#/document/4661)"		6.5	51.1
866	2.2.2023	11:47:37	"""C'est enfin moi, Monsieur et bien véritable ami, je puis vous écrire combien j'ai été sensible au vif intérêt que vous avez pris à ma situation."" à Barbier, 1821-02-06 (https://constance-de-salm.de/archiv/#/document/4654)"		6.5	51.1
867	2.2.2023	07:31:10	"""Dans une âme agitée chaque jour, chaque instant amène une nouvelle résolution, une nouvelle crainte."" à Barbier, 1820-10-27 (https://constance-de-salm.de/archiv/#/document/4647)"		6.5	51.1
868	3.2.2023	13:08:46	"""Je m'ennuie fort, Monsieur, de ne plus entendre parler de vous; "" à Mirault, 1832-02-21 (https://constance-de-salm.de/archiv/#/document/5400)"			
869	3.2.2023	07:24:26	"""Cher ami, j’ai reçu ce matin ta petite lettre du 27 "" à Salm-Reifferscheidt-Dyck, 1844-08-29 (https://constance-de-salm.de/archiv/#/document/5373)"		2.3488	48.85341
870	4.2.2023	12:17:34	"""Je n'ai reçu qu'il y a peu de temps, Monsieur, la lettre que vous m'avez écrite, et qui m'avait été renvoyée en Allemagne"" à Faucheux, 1834-03-09 (https://constance-de-salm.de/archiv/#/document/5549)"		2.3488	48.85341
871	4.2.2023	19:24:08	"""Dans une âme agitée chaque jour, chaque instant amène une nouvelle résolution, une nouvelle crainte."" à Barbier, 1820-10-27 (https://constance-de-salm.de/archiv/#/document/6934)"		6.5	51.1
872	5.2.2023	09:54:08	"""C'est enfin moi, Monsieur et bien véritable ami, je puis vous écrire combien j'ai été sensible au vif intérêt que vous avez pris à ma situation."" à Barbier, 1821-02-06 (https://constance-de-salm.de/archiv/#/document/6939)"		6.5	51.1
873	5.2.2023	12:27:14	"""Je veux joindre un mot à la lettre que mon mari écrit au maréchal, ma chère et aimable amie,"" à Gouvion Saint-Cyr, nan (https://constance-de-salm.de/archiv/#/document/8303)"		6.5	51.1
874	6.2.2023	19:07:06	"""J'ai failli mourir cet hiver, je le croyais, je le voulais."" à Thurot, 1821-07-15 (https://constance-de-salm.de/archiv/#/document/8290)"		6.5	51.1
875	6.2.2023	08:28:27	"""Je vous ai fait envoyer hier, Monsieur, la signification du jugement que j’ai reçue à Dyck "" à Pailliet, 1837-04-13 (https://constance-de-salm.de/archiv/#/document/11373)"		2.3488	48.85341
876	7.2.2023	14:08:24	"""Chère Princesse, je pars demain pour Paris, mais inquiète depuis quelques temps de ne pas recevoir de vos nouvelles, je veux vous écrire un mot."" à Thurn und Taxis, 1825-12-31 (https://constance-de-salm.de/archiv/#/document/238)"		6.08342	50.77664
877	7.2.2023	09:19:36	"""Voilà le carton, Monsieur: il vient en droite ligne de Paris et est bien fait dans sa simplicité."" à Prous, 1816-05-20 (https://constance-de-salm.de/archiv/#/document/2789)"			
878	8.2.2023	12:08:35	"""Bonjour, bonne venue, Monsieur; je trouve enfin le moment de vous dire un mot sur votre aimable dernière lettre."" à Prous, 1816-04-12 (https://constance-de-salm.de/archiv/#/document/2784)"			
879	8.2.2023	19:40:19	"""N'ayant lu votre lettre qu'en passant hier, Monsieur,"" à Prous, 1816-05-27 (https://constance-de-salm.de/archiv/#/document/2791)"			
880	9.2.2023	11:03:17	"""Voici, Monsieur, un petit billet que je vous prie de lire"" à Prous, 1816-06-23 (https://constance-de-salm.de/archiv/#/document/2796)"			
881	9.2.2023	20:39:55	"""On n’entend plus parler de vous, mon cher voisin. Êtes-vous mort ?"" à Prous, nan (https://constance-de-salm.de/archiv/#/document/2777)"			
882	10.2.2023	08:48:03	"""Je vous ai écrit hier en grande hâte, mon cher voisin, "" à Prous, 1820-04-08 (https://constance-de-salm.de/archiv/#/document/2830)"		6.5	51.1
883	10.2.2023	19:15:38	"""Puisqu’il faut s’étrenner, en ce moment joyeux, / voici du sable d’or, d’excellent pain d‘épices."" à Prous, 1818-01-02 (https://constance-de-salm.de/archiv/#/document/2816)"		6.5	51.1
884	11.2.2023	10:48:47	"""J'ai été accablée de tracas, de petis maux et d'écritures depuis que j'ai"" à Prous, 1820-05-20 (https://constance-de-salm.de/archiv/#/document/2835)"		6.5	51.1
885	11.2.2023	09:25:32	"""Je veux vous dire, Monsieur, que Blaikie est ici"" à Prous, 1819-09-23 (https://constance-de-salm.de/archiv/#/document/2823)"		6.5	51.1
886	12.2.2023	20:30:05	"""J'envoye savoir de vos nouvelles, Monsieur."" à Prous, 1816-12-13 (https://constance-de-salm.de/archiv/#/document/2809)"			
887	12.2.2023	09:24:19	"""Je suis revenue au bercail, Monsieur, à travers des océans de boue."" à Prous, 1816-10-03 (https://constance-de-salm.de/archiv/#/document/2804)"			
888	13.2.2023	20:22:54	"""Je ne peux vous savoir si près, et ne vous rien dire, mon cher voisin."" à Prous, nan (https://constance-de-salm.de/archiv/#/document/2828)"			
889	13.2.2023	10:56:39	"""On me dit, Monsieur, que vous allez nous quitter."" à Prous, 1817-01-28 (https://constance-de-salm.de/archiv/#/document/2811)"		2.3488	48.85341
890	14.2.2023	12:57:12	"""Je suis bien aise, mon voisin, de savoir que je me porte mieux"" à Prous, 1821-09-18 (https://constance-de-salm.de/archiv/#/document/2847)"			
891	14.2.2023	09:08:36	"""Je ne veux point différer encore le départ de cette lettre, mon cher ami, puisque je n’ai pas le loisir d’y joindre beaucoup d’autres détails."" à Mentelle, 1813-04-17 (https://constance-de-salm.de/archiv/#/document/3294)"		6.5	51.1
892	15.2.2023	08:05:37	"""Je vous ai promis une nouvelle petite lettre, Monsieur et ami,"" à Raboteau, 1817-10-16 (https://constance-de-salm.de/archiv/#/document/3939)"		6.5	51.1
893	15.2.2023	09:31:11	"""J'ai reçu hier votre dernière lettre, Monsieur et ami, et je me fais un plaisir"" à Raboteau, 1817-12-21 (https://constance-de-salm.de/archiv/#/document/3941)"			
894	16.2.2023	17:52:23	"""Je ne veux point différer encore le départ de cette lettre, mon ancien ami,"" à Mentelle, 1812-08-07 (https://constance-de-salm.de/archiv/#/document/4158)"		6.5	51.1
895	16.2.2023	13:33:32	"""J'envoie savoir de vos nouvelles, Monsieur et ami, et je profite  de cette occasion pour vous prier de vouloir "" à Raboteau, nan (https://constance-de-salm.de/archiv/#/document/4127)"			
896	17.2.2023	13:01:31	"""Je ne sais, Monsieur et ami, si vous croyez que je vous ai oublié; mais vous auriez bien tort."" à Raboteau, 1815-10-29 (https://constance-de-salm.de/archiv/#/document/4278)"		6.5	51.1
897	17.2.2023	12:15:02	"""Vous êtes bien aimable, très chère et excellente amie, d'avoir été vous-même dans ma rue Richer"" à Gouvion Saint-Cyr, 1825-12-01 (https://constance-de-salm.de/archiv/#/document/4280)"		6.08342	50.77664
898	18.2.2023	17:46:13	"""Vous avez reçu ma lettre, Monsieur et ami, le jour même où vous m'aviez écrit"" à Raboteau, 1816-04-04 (https://constance-de-salm.de/archiv/#/document/4300)"		6.5	51.1
